_id,name,updated
5436e3abbae478396759f0cf,ISIC_0000000,2015-02-23T02:48:17.495000+00:00
5436e3acbae478396759f0d1,ISIC_0000001,2015-02-23T02:48:27.455000+00:00
5436e3acbae478396759f0d3,ISIC_0000002,2015-02-23T02:48:37.249000+00:00
5436e3acbae478396759f0d5,ISIC_0000003,2015-02-23T02:48:46.021000+00:00
5436e3acbae478396759f0d7,ISIC_0000004,2015-02-23T02:48:57.303000+00:00
5436e3acbae478396759f0d9,ISIC_0000005,2016-05-18T15:52:15.449000+00:00
5436e3acbae478396759f0db,ISIC_0000006,2015-02-23T02:49:17.600000+00:00
5436e3acbae478396759f0dd,ISIC_0000007,2015-02-23T02:49:26.957000+00:00
5436e3acbae478396759f0df,ISIC_0000008,2015-02-23T02:49:36.872000+00:00
5436e3acbae478396759f0e1,ISIC_0000009,2015-02-23T02:49:47.182000+00:00
5436e3acbae478396759f0e3,ISIC_0000010,2015-02-23T02:49:56.107000+00:00
5436e3acbae478396759f0e5,ISIC_0000011,2015-02-23T02:50:05.924000+00:00
5436e3acbae478396759f0e7,ISIC_0000012,2015-02-23T02:50:16.387000+00:00
5436e3adbae478396759f0e9,ISIC_0000013,2015-02-23T02:50:26.544000+00:00
5436e3adbae478396759f0eb,ISIC_0000014,2015-02-23T02:50:36.902000+00:00
5436e3adbae478396759f0ed,ISIC_0000015,2015-02-23T02:50:49.643000+00:00
5436e3adbae478396759f0ef,ISIC_0000016,2015-02-23T02:51:05.333000+00:00
5436e3adbae478396759f0f1,ISIC_0000017,2015-02-23T02:51:19.180000+00:00
5436e3adbae478396759f0f3,ISIC_0000018,2015-02-23T02:51:29.886000+00:00
5436e3adbae478396759f0f5,ISIC_0000019,2015-02-23T02:51:40.187000+00:00
5436e3adbae478396759f0f7,ISIC_0000020,2015-02-23T02:51:52.211000+00:00
5436e3adbae478396759f0f9,ISIC_0000021,2015-02-23T02:52:04.493000+00:00
5436e3aebae478396759f0fb,ISIC_0000022,2015-02-23T02:52:14.911000+00:00
5436e3aebae478396759f0fd,ISIC_0000023,2015-02-23T02:52:26.008000+00:00
5436e3aebae478396759f0ff,ISIC_0000024,2015-02-23T02:52:36.779000+00:00
5436e3aebae478396759f101,ISIC_0000025,2015-02-23T02:52:51.276000+00:00
5436e3aebae478396759f103,ISIC_0000026,2015-02-23T02:53:24.115000+00:00
5436e3aebae478396759f105,ISIC_0000027,2015-02-23T02:53:36.481000+00:00
5436e3aebae478396759f107,ISIC_0000028,2015-02-23T02:53:46.711000+00:00
5436e3aebae478396759f109,ISIC_0000029,2015-02-23T02:54:00.210000+00:00
5436e3afbae478396759f10b,ISIC_0000030,2015-02-23T02:54:10.401000+00:00
5436e3afbae478396759f10d,ISIC_0000031,2015-02-23T02:54:20.259000+00:00
5436e3afbae478396759f10f,ISIC_0000032,2015-02-23T02:54:31.753000+00:00
5436e3afbae478396759f111,ISIC_0000033,2015-02-23T02:54:46.206000+00:00
5436e3afbae478396759f113,ISIC_0000034,2015-02-23T02:54:57.615000+00:00
5436e3afbae478396759f115,ISIC_0000035,2015-02-23T02:55:10.525000+00:00
5436e3afbae478396759f117,ISIC_0000036,2015-02-23T02:55:24.527000+00:00
5436e3afbae478396759f119,ISIC_0000037,2015-02-23T02:55:34.672000+00:00
5436e3b0bae478396759f11b,ISIC_0000038,2015-02-23T02:55:48.378000+00:00
5436e3b0bae478396759f11d,ISIC_0000039,2015-02-23T02:56:01.549000+00:00
5436e3b0bae478396759f11f,ISIC_0000040,2015-02-23T02:56:11.489000+00:00
5436e3b0bae478396759f121,ISIC_0000041,2015-02-23T02:56:23.016000+00:00
5436e3b0bae478396759f123,ISIC_0000042,2015-02-23T02:56:34.193000+00:00
5436e3b0bae478396759f125,ISIC_0000043,2015-02-23T02:56:46.796000+00:00
5436e3b0bae478396759f127,ISIC_0000044,2015-02-23T02:57:17.728000+00:00
5436e3b0bae478396759f129,ISIC_0000045,2015-02-23T02:57:29.478000+00:00
5436e3b1bae478396759f12b,ISIC_0000046,2015-02-23T02:57:40.223000+00:00
5436e3b1bae478396759f12d,ISIC_0000047,2015-02-23T02:57:51.054000+00:00
5436e3b1bae478396759f12f,ISIC_0000048,2015-02-23T02:58:06.068000+00:00
5436e3b1bae478396759f131,ISIC_0000049,2015-02-23T02:58:19.714000+00:00
5436e3b1bae478396759f133,ISIC_0000050,2015-02-23T02:58:29.441000+00:00
5436e3b1bae478396759f135,ISIC_0000051,2015-02-23T02:58:40.041000+00:00
5436e3b1bae478396759f137,ISIC_0000052,2015-02-23T02:59:14.985000+00:00
5436e3b1bae478396759f139,ISIC_0000053,2015-02-23T02:59:31.203000+00:00
5436e3b2bae478396759f13b,ISIC_0000054,2015-02-23T02:59:43.271000+00:00
5436e3b2bae478396759f13d,ISIC_0000055,2015-02-23T02:59:55.891000+00:00
5436e3b2bae478396759f13f,ISIC_0000056,2015-02-23T03:00:07.081000+00:00
5436e3b2bae478396759f141,ISIC_0000057,2015-02-23T03:00:17.710000+00:00
5436e3b2bae478396759f143,ISIC_0000058,2015-02-23T03:00:50.549000+00:00
5436e3b2bae478396759f145,ISIC_0000059,2015-02-23T03:01:03.075000+00:00
5436e3b2bae478396759f147,ISIC_0000060,2015-02-23T03:01:15.299000+00:00
5436e3b2bae478396759f149,ISIC_0000061,2015-02-23T03:01:26.613000+00:00
5436e3b2bae478396759f14b,ISIC_0000062,2015-02-23T03:01:37.568000+00:00
5436e3b3bae478396759f14d,ISIC_0000063,2015-02-23T03:01:49.715000+00:00
5436e3b3bae478396759f14f,ISIC_0000064,2015-02-23T03:02:02.607000+00:00
5436e3b3bae478396759f151,ISIC_0000065,2015-02-23T03:02:15.030000+00:00
5436e3b3bae478396759f153,ISIC_0000066,2015-02-23T03:02:26.716000+00:00
5436e3b3bae478396759f155,ISIC_0000067,2015-02-23T03:02:38.928000+00:00
5436e3b3bae478396759f157,ISIC_0000068,2015-02-23T03:02:53.121000+00:00
5436e3b3bae478396759f159,ISIC_0000069,2015-02-23T03:03:04.398000+00:00
5436e3b3bae478396759f15b,ISIC_0000070,2015-02-23T03:03:35.451000+00:00
5436e3b3bae478396759f15d,ISIC_0000071,2015-02-23T03:03:49.250000+00:00
5436e3b3bae478396759f15f,ISIC_0000072,2015-02-23T03:04:02.367000+00:00
5436e3b4bae478396759f161,ISIC_0000073,2015-02-23T03:04:14.229000+00:00
5436e3b4bae478396759f163,ISIC_0000074,2015-02-23T03:07:06.082000+00:00
5436e3b4bae478396759f165,ISIC_0000075,2015-02-23T03:09:06.147000+00:00
5436e3b4bae478396759f167,ISIC_0000076,2015-02-23T03:27:04.966000+00:00
5436e3b4bae478396759f169,ISIC_0000077,2015-02-23T03:28:55.237000+00:00
5436e3b4bae478396759f16b,ISIC_0000078,2015-02-23T03:29:06.327000+00:00
5436e3b4bae478396759f16d,ISIC_0000079,2015-02-23T03:34:22.266000+00:00
5436e3b4bae478396759f16f,ISIC_0000080,2015-02-23T03:34:32.579000+00:00
5436e3b5bae478396759f171,ISIC_0000081,2015-02-23T03:34:42.072000+00:00
5436e3b5bae478396759f173,ISIC_0000082,2015-02-23T03:34:50.388000+00:00
5436e3b5bae478396759f175,ISIC_0000083,2015-02-23T03:34:59.589000+00:00
5436e3b5bae478396759f177,ISIC_0000084,2015-02-23T03:35:08.522000+00:00
5436e3b5bae478396759f179,ISIC_0000085,2015-02-23T03:35:16.856000+00:00
5436e3b6bae478396759f17b,ISIC_0000086,2015-02-23T03:35:25.340000+00:00
5436e3b6bae478396759f17d,ISIC_0000087,2015-02-23T03:35:34.030000+00:00
5436e3b6bae478396759f17f,ISIC_0000088,2015-02-23T03:35:43.441000+00:00
5436e3b6bae478396759f181,ISIC_0000089,2015-02-23T03:35:53.005000+00:00
5436e3b7bae478396759f183,ISIC_0000090,2015-02-23T03:36:02.625000+00:00
5436e3b7bae478396759f185,ISIC_0000091,2015-02-23T03:36:12.499000+00:00
5436e3b7bae478396759f187,ISIC_0000092,2015-02-23T03:36:20.817000+00:00
5436e3b7bae478396759f189,ISIC_0000093,2015-02-23T03:36:30+00:00
5436e3b7bae478396759f18b,ISIC_0000094,2015-02-23T03:36:38.938000+00:00
5436e3b8bae478396759f18d,ISIC_0000095,2015-02-23T03:36:49.251000+00:00
5436e3b8bae478396759f18f,ISIC_0000096,2015-02-23T03:36:57.937000+00:00
5436e3b8bae478396759f191,ISIC_0000097,2015-02-23T03:37:08.714000+00:00
5436e3b8bae478396759f193,ISIC_0000098,2015-02-23T03:37:17.363000+00:00
5436e3b8bae478396759f197,ISIC_0000099,2015-02-23T13:12:18.818000+00:00
5436e3b9bae478396759f199,ISIC_0000100,2015-02-23T13:12:40.228000+00:00
5436e3b9bae478396759f19b,ISIC_0000101,2015-12-04T19:54:26.383000+00:00
5436e3b9bae478396759f19d,ISIC_0000102,2015-12-02T19:39:59.334000+00:00
5436e3b9bae478396759f19f,ISIC_0000103,2015-12-04T14:43:07.040000+00:00
5436e3b9bae478396759f1a1,ISIC_0000104,2015-12-04T14:42:24.603000+00:00
5436e3babae478396759f1a3,ISIC_0000105,2015-12-02T19:25:33.249000+00:00
5436e3babae478396759f1a5,ISIC_0000106,2015-12-02T19:13:10.981000+00:00
5436e3babae478396759f1a7,ISIC_0000107,2015-12-04T15:49:48.617000+00:00
5436e3babae478396759f1a9,ISIC_0000108,2015-12-04T19:55:38.222000+00:00
5436e3babae478396759f1ab,ISIC_0000109,2015-12-02T19:33:38.258000+00:00
5436e3bbbae478396759f1ad,ISIC_0000110,2015-12-07T12:08:52.926000+00:00
5436e3bbbae478396759f1af,ISIC_0000111,2015-12-04T19:53:14.311000+00:00
5436e3bbbae478396759f1b1,ISIC_0000112,2015-12-07T12:05:18.867000+00:00
5436e3bbbae478396759f1b3,ISIC_0000113,2015-12-02T19:41:34.424000+00:00
5436e3bcbae478396759f1b5,ISIC_0000114,2015-12-04T20:01:36.829000+00:00
5436e3bcbae478396759f1b7,ISIC_0000115,2015-12-07T12:07:57.315000+00:00
5436e3bcbae478396759f1b9,ISIC_0000116,2015-12-04T14:38:48.464000+00:00
5436e3bcbae478396759f1bb,ISIC_0000117,2015-12-04T14:55:15.988000+00:00
5436e3bcbae478396759f1bd,ISIC_0000118,2015-12-07T12:21:31.058000+00:00
5436e3bdbae478396759f1bf,ISIC_0000119,2015-12-07T12:18:20.572000+00:00
5436e3bdbae478396759f1c1,ISIC_0000120,2015-12-02T19:32:53.680000+00:00
5436e3bdbae478396759f1c3,ISIC_0000121,2015-12-04T15:48:00.798000+00:00
5436e3bdbae478396759f1c5,ISIC_0000122,2015-12-02T19:54:48.889000+00:00
5436e3bdbae478396759f1c7,ISIC_0000123,2015-12-04T14:59:46.426000+00:00
5436e3bebae478396759f1c9,ISIC_0000124,2015-12-07T12:05:58.162000+00:00
5436e3bebae478396759f1cb,ISIC_0000125,2015-12-04T15:03:45.784000+00:00
5436e3bebae478396759f1cd,ISIC_0000126,2015-12-03T12:54:17.474000+00:00
5436e3bebae478396759f1cf,ISIC_0000127,2015-12-02T19:14:49.181000+00:00
5436e3bebae478396759f1d1,ISIC_0000128,2015-12-04T15:07:22.593000+00:00
5436e3bebae478396759f1d3,ISIC_0000129,2015-12-04T19:43:08.680000+00:00
